Taken_product_Yes,Yearly_avg_view_on_travel_page,total_likes_on_outstation_checkin_given,yearly_avg_Outstation_checkins,preferred_location_type,Yearly_avg_comment_on_travel_page,total_likes_on_outofstation_checkin_received,week_since_last_outstation_checkin,montly_avg_comment_on_company_page,travelling_network_rating,Adult_flag,Daily_Avg_mins_spend_on_traveling_page,preferred_device_Android,preferred_device_Laptop,preferred_device_Mobile,preferred_device_Other,preferred_device_Tab,preferred_device_iOS,member_in_family_10,member_in_family_2,member_in_family_3,member_in_family_4,member_in_family_5,following_company_page_No,following_company_page_Yes,working_flag_Yes
0,0.3968750000000001,0.505629457079221,0.24137931034482757,0.5714285714285714,0.5638297872340425,0.07435978169605374,0.0,0.0040899795501022525,0.6666666666666667,0.3333333333333333,0.022222222222222223,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.2562500000000001,0.03647397780910931,0.20689655172413793,0.2857142857142857,0.19148936170212771,0.1670864819479429,0.0,0.002044989775051128,1.0,0.0,0.037037037037037035,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.3031250000000001,0.40621998814851146,0.6206896551724138,0.2857142857142857,0.0,0.0998110831234257,0.09090909090909091,0.01226993865030675,1.0,0.3333333333333333,0.018518518518518517,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.375,0.8896789881280778,0.3448275862068966,0.5714285714285714,0.6595744680851063,0.08669185558354324,0.0,0.0,0.6666666666666667,0.3333333333333333,0.011111111111111112,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.234375,0.0007151760354727338,0.5517241379310345,0.2857142857142857,0.2021276595744681,0.05347397145256087,0.4545454545454546,0.006134969325153377,0.3333333333333333,0.0,0.022222222222222223,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,0.2562500000000001,0.9204315576534052,0.4482758620689655,0.2857142857142857,0.21276595744680848,0.4707703610411419,0.09090909090909091,0.0,0.6666666666666667,0.3333333333333333,0.037037037037037035,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,0.328125,0.5007458264369931,0.0,0.2857142857142857,0.5212765957446809,0.12011964735516371,0.0,0.002044989775051128,1.0,0.6666666666666666,0.02592592592592593,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.09375,0.5007458264369931,0.24137931034482757,0.5714285714285714,0.6914893617021276,0.1010705289672544,0.09090909090909091,0.0040899795501022525,0.3333333333333333,0.6666666666666666,0.003703703703703704,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.8187500000000001,0.798851631623041,0.0,0.2857142857142857,0.5,0.7566120906801007,0.18181818181818182,0.010224948875255626,0.6666666666666667,0.0,0.11481481481481481,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,0.46875,0.19238235354216476,0.0,0.2857142857142857,0.14893617021276595,0.15401973131822,0.4545454545454546,0.0,0.6666666666666667,0.0,0.022222222222222223,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,0.140625,0.4083655162549296,0.06896551724137931,0.7857142857142857,0.6914893617021276,0.15753568429890846,0.0,0.014314928425357875,1.0,0.3333333333333333,0.018518518518518517,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.421875,0.7981364555875683,0.0,0.2857142857142857,0.5425531914893617,0.12583963056255248,0.6363636363636364,0.024539877300613498,0.3333333333333333,0.0,0.037037037037037035,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0,0.375,0.22671080324485587,0.0,0.2857142857142857,0.23404255319148937,0.5764588581024349,0.0,0.0,0.6666666666666667,0.0,0.04814814814814815,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,0.06875000000000003,0.20668587425161938,0.20689655172413793,0.2857142857142857,0.6914893617021276,0.011702350965575148,0.09090909090909091,0.006134969325153377,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.375,0.42696009317722067,0.0,0.5714285714285714,0.5531914893617021,0.10238245172124265,0.18181818181818182,0.0,0.6666666666666667,0.0,0.02962962962962963,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.8187500000000001,0.843907721857823,0.0,0.3571428571428571,0.2872340425531915,0.9490449202350965,0.36363636363636365,0.0,1.0,0.3333333333333333,0.0962962962962963,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,0.328125,0.7316250842886043,0.24137931034482757,0.2857142857142857,0.43617021276595747,0.15270780856423172,0.09090909090909091,0.022494887525562373,0.3333333333333333,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,0.42500000000000004,0.4212386848934388,0.0,0.8571428571428571,0.18085106382978722,0.3052057094878254,0.0,0.0,1.0,0.3333333333333333,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,0.609375,0.2681910133022743,0.0,0.5714285714285714,0.11702127659574468,0.48483417296389586,0.2727272727272727,0.006134969325153377,1.0,0.3333333333333333,0.08888888888888889,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,0.65625,0.5007458264369931,0.0,0.8571428571428571,0.5531914893617021,0.9413308144416457,0.2727272727272727,0.002044989775051128,1.0,0.0,0.08148148148148149,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,0.3500000000000001,0.5007458264369931,0.0,0.5714285714285714,0.5,0.07803316540722081,0.36363636363636365,0.0,1.0,0.0,0.02592592592592593,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.609375,0.9704938801364964,0.034482758620689655,0.7857142857142857,0.10638297872340424,0.2863140218303946,0.18181818181818182,0.0040899795501022525,1.0,0.0,0.03333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,0.28125,0.01644904881587282,0.0,0.5714285714285714,0.5531914893617021,0.06281486146095717,0.09090909090909091,0.0040899795501022525,0.0,0.0,0.037037037037037035,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.4906250000000001,0.5671345961298759,0.0,0.21428571428571427,0.26595744680851063,0.056517632241813595,0.2727272727272727,0.006134969325153377,0.6666666666666667,0.3333333333333333,0.07037037037037037,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,0.140625,0.5084901612211121,0.0,0.5714285714285714,0.3191489361702128,0.06738035264483627,0.18181818181818182,0.010224948875255626,0.0,0.3333333333333333,0.022222222222222223,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,0.5843750000000001,0.8374711375385684,0.0,0.5714285714285714,0.43617021276595747,0.08585222502099076,0.09090909090909091,0.002044989775051128,1.0,0.6666666666666666,0.022222222222222223,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.75,0.5485400192075849,0.0,0.8571428571428571,0.5851063829787234,0.08784634760705289,0.09090909090909091,0.006134969325153377,0.6666666666666667,0.0,0.011111111111111112,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.3968750000000001,0.5635587159525124,0.0,0.8571428571428571,0.7021276595744681,0.052739294710327456,0.09090909090909091,0.0040899795501022525,0.0,0.0,0.007407407407407408,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.421875,0.5363820266045485,0.0,0.2857142857142857,0.5425531914893617,0.1264693534844668,0.8181818181818182,0.006134969325153377,1.0,0.3333333333333333,0.022222222222222223,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,0.3500000000000001,0.7430679008561678,0.0,0.2857142857142857,0.11702127659574468,0.22916666666666669,0.18181818181818182,0.016359918200409,0.0,0.6666666666666666,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.3968750000000001,0.25889372484112877,0.0,0.7857142857142857,0.46808510638297873,0.04943324937027707,0.09090909090909091,0.002044989775051128,0.6666666666666667,0.3333333333333333,0.003703703703703704,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.2093750000000001,0.8138703283679682,0.0,0.2857142857142857,0.021276595744680882,0.0698992443324937,0.09090909090909091,0.0040899795501022525,1.0,0.3333333333333333,0.003703703703703704,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1,0.1875,0.897545924518278,0.5862068965517241,0.2857142857142857,0.18085106382978722,0.06738035264483627,0.09090909090909091,0.002044989775051128,0.6666666666666667,0.0,0.003703703703703704,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.2093750000000001,0.6379370236416764,0.0,0.2857142857142857,0.06382978723404259,0.40496431570109154,0.09090909090909091,0.008179959100204501,1.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.28125,0.4426939659576207,0.0,0.5714285714285714,0.2872340425531915,0.15753568429890846,0.09090909090909091,0.024539877300613498,1.0,0.0,0.044444444444444446,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1,0.5375000000000001,0.8996914526246962,0.10344827586206896,0.21428571428571427,0.19148936170212771,0.9727120067170444,0.09090909090909091,0.002044989775051128,1.0,0.0,0.08518518518518518,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.375,0.5007458264369931,0.5172413793103449,0.8571428571428571,0.43617021276595747,0.18676532325776657,0.0,0.018404907975460124,0.6666666666666667,0.0,0.037037037037037035,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0,0.4437500000000001,0.5007458264369931,0.3448275862068966,0.2857142857142857,0.44680851063829785,0.1056360201511335,0.36363636363636365,0.02044989775051125,0.0,0.0,0.02962962962962963,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
0,0.65625,0.7931302233392592,0.0,0.8571428571428571,0.46808510638297873,0.24994752308984047,0.36363636363636365,0.02044989775051125,0.6666666666666667,0.0,0.05185185185185186,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.3968750000000001,0.5007458264369931,0.0,0.2857142857142857,0.46808510638297873,0.06612090680100755,0.09090909090909091,0.016359918200409,1.0,0.0,0.003703703703703704,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.703125,0.5007458264369931,0.0,0.2857142857142857,0.7127659574468086,0.22942905121746432,0.8181818181818182,0.0040899795501022525,1.0,0.0,0.08518518518518518,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0.234375,0.9526144792496782,0.0,0.21428571428571427,0.2021276595744681,0.1276238455079765,0.09090909090909091,0.0040899795501022525,0.6666666666666667,0.0,0.007407407407407408,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,0.609375,0.9912339851652057,0.0,0.8571428571428571,0.46808510638297873,0.23325986565911,0.4545454545454546,0.02044989775051125,0.6666666666666667,0.3333333333333333,0.03333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
0,0.3968750000000001,0.7116001552953677,0.06896551724137931,0.5714285714285714,0.5106382978723404,0.465732577665827,0.18181818181818182,0.0040899795501022525,0.6666666666666667,0.3333333333333333,0.037037037037037035,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.1875,0.9590510635689327,0.5172413793103449,0.8571428571428571,0.17021276595744683,0.16519731318219982,0.6363636363636364,0.016359918200409,0.6666666666666667,0.3333333333333333,0.018518518518518517,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,0.3500000000000001,0.29536770265023804,0.0,0.2857142857142857,0.7127659574468086,0.6532850545759865,0.09090909090909091,0.002044989775051128,0.6666666666666667,0.0,0.05555555555555556,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.3968750000000001,0.5370972026400214,0.3103448275862069,0.2857142857142857,0.4255319148936171,0.42296389588581024,0.09090909090909091,0.022494887525562373,1.0,0.3333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0,0.3031250000000001,0.39549234761642044,0.0,0.2857142857142857,0.18085106382978722,0.25745172124265325,0.2727272727272727,0.022494887525562373,1.0,0.3333333333333333,0.037037037037037035,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0,0.4437500000000001,0.724473323933877,0.0,0.2857142857142857,0.21276595744680848,0.26154492023509657,0.09090909090909091,0.014314928425357875,0.6666666666666667,0.3333333333333333,0.02592592592592593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,0.328125,0.2324322115286377,0.0,0.5714285714285714,0.021276595744680882,0.2704135180520571,0.09090909090909091,0.022494887525562373,0.3333333333333333,0.3333333333333333,0.03333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
0,0.46875,0.394061995545475,0.7241379310344828,0.2857142857142857,0.2021276595744681,0.07331024349286312,0.09090909090909091,0.0,1.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,0.75,0.6343611434643128,0.0,0.5714285714285714,0.12765957446808512,0.930468094038623,0.4545454545454546,0.002044989775051128,1.0,0.3333333333333333,0.10740740740740741,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.42500000000000004,0.9533296552851509,1.0,0.2857142857142857,0.7234042553191489,0.34781696053736355,0.6363636363636364,0.0,1.0,0.0,0.10370370370370371,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.421875,0.8017123357649318,1.0,0.21428571428571427,0.2978723404255319,0.47685768261964734,0.09090909090909091,0.0040899795501022525,0.3333333333333333,1.0,0.06296296296296297,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.8656250000000001,0.5249392100369847,0.0,0.5714285714285714,0.021276595744680882,0.7214000839630562,0.18181818181818182,0.006134969325153377,0.6666666666666667,1.0,0.07777777777777778,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,0.421875,0.7816874067716955,0.06896551724137931,0.2857142857142857,0.6808510638297873,0.28809823677581864,0.09090909090909091,0.0040899795501022525,0.6666666666666667,0.0,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.42500000000000004,0.8846727558797687,0.0,0.2857142857142857,0.2978723404255319,0.45733627204030225,0.18181818181818182,0.01226993865030675,0.6666666666666667,0.3333333333333333,0.0925925925925926,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.3968750000000001,0.401928931935675,0.0,0.5714285714285714,0.5106382978723404,0.06218513853904281,0.36363636363636365,0.0040899795501022525,1.0,0.3333333333333333,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,0.421875,0.15447802366210997,0.0,0.5714285714285714,0.5106382978723404,0.1248425692695214,0.0,0.01226993865030675,0.0,0.3333333333333333,0.007407407407407408,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,0.42500000000000004,0.8031426878358774,0.0,0.2857142857142857,0.276595744680851,0.23425692695214106,0.6363636363636364,0.0,1.0,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.2562500000000001,0.8768058194895687,0.0,0.0,0.4787234042553191,0.08889588581024348,0.0,0.024539877300613498,1.0,0.3333333333333333,0.022222222222222223,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0,0.3031250000000001,0.7008725147632768,0.0,0.5714285714285714,0.5957446808510638,0.07829554995801848,0.09090909090909091,0.01226993865030675,0.3333333333333333,0.0,0.003703703703703704,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,0.328125,0.3189685118208382,0.0,0.2857142857142857,0.37234042553191493,0.2734571788413098,0.09090909090909091,0.01226993865030675,0.3333333333333333,0.6666666666666666,0.037037037037037035,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.421875,0.021455281064181944,0.0,0.2857142857142857,0.25531914893617025,0.10647565071368596,0.2727272727272727,0.002044989775051128,0.3333333333333333,0.0,0.018518518518518517,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.3031250000000001,0.460573366844439,0.0,0.2857142857142857,0.3191489361702128,0.17920864819479426,0.09090909090909091,0.024539877300613498,1.0,0.0,0.040740740740740744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0,0.3968750000000001,0.48202864790862093,0.0,0.8571428571428571,0.010638297872340441,0.17333123425692692,0.0,0.006134969325153377,0.3333333333333333,0.0,0.05925925925925926,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,0.42500000000000004,0.06508101922801857,0.0,0.7857142857142857,0.22340425531914898,0.6421074727120067,0.36363636363636365,0.006134969325153377,0.3333333333333333,0.0,0.06296296296296297,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,0.65625,0.6028933979035125,0.0,0.5714285714285714,0.5212765957446809,0.2105373635600336,0.7272727272727273,0.022494887525562373,1.0,0.3333333333333333,0.05925925925925926,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
0,0.28125,0.5363820266045485,0.0,0.2857142857142857,0.25531914893617025,0.2160474391267842,0.09090909090909091,0.002044989775051128,0.6666666666666667,0.6666666666666666,0.037037037037037035,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.8656250000000001,0.00643658431925459,0.0,0.2857142857142857,0.4148936170212766,0.4843618807724601,0.2727272727272727,0.006134969325153377,1.0,0.3333333333333333,0.08888888888888889,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.46875,0.33684791270765646,0.0,0.5714285714285714,0.5106382978723404,0.22670025188916876,0.6363636363636364,0.002044989775051128,1.0,1.0,0.06296296296296297,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,0.375,0.7516500132818407,0.0,0.5714285714285714,0.6702127659574468,0.17401343408900083,0.09090909090909091,0.008179959100204501,0.6666666666666667,0.0,0.018518518518518517,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.42500000000000004,0.9282984940436052,0.0,0.2857142857142857,0.19148936170212771,0.32803316540722083,0.36363636363636365,0.0,0.0,0.0,0.13703703703703704,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.42500000000000004,0.3139622795725291,0.0,0.21428571428571427,0.32978723404255317,0.06890218303946263,0.2727272727272727,0.0040899795501022525,0.6666666666666667,0.3333333333333333,0.011111111111111112,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.7718750000000001,0.23600809170600134,0.0,0.2857142857142857,0.6914893617021276,0.05594038623005877,0.2727272727272727,0.024539877300613498,0.3333333333333333,0.6666666666666666,0.037037037037037035,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0,0.28125,0.13302274259792804,0.0,0.2857142857142857,0.7234042553191489,0.1649349286314022,0.09090909090909091,0.016359918200409,0.0,1.0,0.040740740740740744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,0.65625,0.4055048121130387,0.0,0.5714285714285714,0.35106382978723405,0.4518261964735516,0.09090909090909091,0.010224948875255626,1.0,0.0,0.03333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.515625,0.30609534318232906,0.0,0.2857142857142857,0.5,0.6556465155331654,0.09090909090909091,0.022494887525562373,1.0,0.3333333333333333,0.08148148148148149,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0,0.7718750000000001,0.37904329880054766,0.4482758620689655,0.8571428571428571,0.4255319148936171,0.2325776658270361,0.0,0.022494887525562373,1.0,0.0,0.040740740740740744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
0,0.28125,0.8810968757024051,0.0,0.5714285714285714,0.34042553191489366,0.2204030226700252,0.09090909090909091,0.002044989775051128,0.3333333333333333,1.0,0.040740740740740744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.65625,0.38333435501338403,0.0,0.5714285714285714,0.09574468085106386,0.5071368597816961,0.18181818181818182,0.0040899795501022525,0.6666666666666667,0.3333333333333333,0.07777777777777778,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,0.328125,0.7087394511534768,0.0,0.5714285714285714,0.5957446808510638,0.20996011754827876,0.09090909090909091,0.010224948875255626,0.0,0.0,0.044444444444444446,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,0.84375,0.7974212795520954,0.0,0.21428571428571427,0.3085106382978724,0.6580604534005038,0.8181818181818182,0.002044989775051128,0.0,0.3333333333333333,0.05925925925925926,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
